codelist_name,concept_id,concept_name,standard_concept
Open wound of lower leg,37310234,Open fracture of intercondylar spine of left tibia,S
Hearing loss,36714026,Congenital cataract with ataxia and deafness syndrome,S
Hearing loss,44808890,Mild sensorineural hearing loss,S
Hearing loss,36714522,DOORS syndrome,S
Hearing loss,4051471,Recessive sensorineural hearing loss,S
Impacted cerumen,760186,Impacted cerumen in right ear,S
Hearing loss,36685246,Hearing loss of right ear caused by noise,S
Hearing loss,36713800,Spondyloepiphyseal dysplasia MacDermot type,S
Hearing loss,43021776,Deafness of right ear,S
Hearing loss,4321249,Mid frequency deafness,S
Hearing loss,4107706,Psychogenic deafness,S
Hearing loss,36717524,MEDNIK syndrome,S
Hearing loss,4176780,Asymmetrical hearing loss,S
Otitis externa,4320811,Eczema of external auditory canal,S
Otitis externa,42599712,Otitis externa due to mixed infection,S
Hearing loss,4187687,Bone conduction deafness,S
Hearing loss,37396434,Sellars Beighton syndrome,S
Hearing loss,36717662,Oro-facial digital syndrome type 11,S
Hearing loss,42537779,Congenital conductive hearing loss,S
Hearing loss,4007235,"Black locks, oculocutaneous albinism, AND deafness of the sensorineural type",S
Hearing loss,439710,Conductive hearing loss due to disorder of middle ear,S
Otitis externa,4336158,Acute irritant otitis externa,S
Hearing loss,36674379,Ocular albinism with congenital sensorineural deafness,S
Otitis externa,760148,Chronic infective otitis externa of left external auditory canal,S
Otitis externa,4104061,Acute radiation otitis externa,S
Hearing loss,376417,Middle ear conductive hearing loss,S
Hearing loss,46272952,"3-methylglutaconic aciduria type IV with sensorineural deafness, encephalopathy and Leigh-like syndrome",S
Otitis externa,4334409,Acute fungal otitis externa,S
Hearing loss,36716108,"Lipodystrophy, intellectual disability, deafness syndrome",S
Hearing loss,36715050,Ataxia with deafness and intellectual disability syndrome,S
Otitis externa,36685174,Otitis externa of left external auditory canal caused by fungus,S
Hearing loss,4110815,"Sensorineural hearing loss, bilateral",S
Otitis externa,42593340,Ulcerative otitis externa,S
Hearing loss,37117745,"Myoclonus, cerebellar ataxia, deafness syndrome",S
Hearing loss,37109768,"Split hand, split foot malformation with sensorineural hearing loss syndrome",S
Hearing loss,44810045,Bilateral congenital sensorineural hearing loss,S
Otitis externa,36685216,Chronic otitis externa of right external auditory canal,S
Hearing loss,4218925,Retinitis pigmentosa-deafness-ataxia syndrome,S
Hearing loss,4309773,Complete deafness,S
Otitis externa,4077428,Acute contact otitis externa,S
Hearing loss,36713437,Choroideremia with deafness and obesity syndrome,S
Otitis externa,4335735,Seborrheic otitis externa,S
Hearing loss,439711,Conductive hearing loss due to disorder of tympanic membrane,S
Otitis externa,761713,Otitis externa of right external auditory canal caused by human herpesvirus 3,S
Otitis externa,42593338,Otitis externa due to Malassezia,S
Hearing loss,44810468,Bilateral severe sensorineural hearing loss,S
Hearing loss,4030677,Renal tubular acidosis with progressive nerve deafness,S
Hearing loss,4196063,Deafmutism-retinal degeneration syndrome,S
Hearing loss,36713457,Bartter syndrome type 4a,S
Hearing loss,36676693,"Hypertelorism, preauricular sinus, punctual pits, deafness syndrome",S
Otitis externa,761714,Otitis externa of left external auditory canal caused by human herpesvirus 3,S
Hearing loss,37399506,Thong Douglas Ferrante syndrome,S
Hearing loss,4108534,Combined perceptive hearing loss,S
Hearing loss,37395707,Sudden sensorineural hearing loss,S
Otitis externa,4195416,Acute chemical otitis externa,S
Hearing loss,37109673,"Polyneuropathy, hearing loss, ataxia, retinitis pigmentosa, cataract syndrome",S
Otitis externa,36685245,Otitis externa of right external auditory canal caused by fungus,S
Hearing loss,36715419,"Developmental malformation, deafness, dystonia syndrome",S
Hearing loss,36715123,Cardiospondylocarpofacial syndrome,S
Hearing loss,44808885,Moderate sensorineural hearing loss,S
Hearing loss,761958,Sensorineural hearing loss in right ear,S
Hearing loss,4051473,Earpit syndrome,S
Hearing loss,4097391,Robinson nail dystrophy-deafness syndrome,S
Hearing loss,4178157,Paradoxic hearing loss,S
Irritable bowel syndrome,1340381,Exacerbation of irritable bowel syndrome,S
Hearing loss,45765427,Craniofacial deafness hand syndrome,S
Hearing loss,761957,Sensorineural hearing loss in left ear,S
Hearing loss,44808886,Severe sensorineural hearing loss,S
Salmonella,4260675,Salmonella II 43:z29:z42,S
Open wound of lower leg,37310097,Open wound of right lower leg due to cat bite,S
Salmonella,4162291,Salmonella Sokode,S
Salmonella,4216079,Salmonella Molesey,S
Salmonella,4223829,Salmonella Kentucky,S
Salmonella,4018518,"Salmonella II 35:m,t-",S
Salmonella,4162949,Salmonella IIIb 65:(k):z53,S
Salmonella,4015783,"Salmonella II 1,40:z:1,5",S
Salmonella,4285729,Salmonella Kuru,S
Salmonella,4072124,Salmonella Ekpoui,S
Salmonella,4018242,"Salmonella IV 45:z36,z38:-",S
Salmonella,4162525,"Salmonella I, group O:7",S
Salmonella,4085137,Salmonella Lagos,S
Salmonella,4223337,Salmonella IIIb 17:r:z,S
Salmonella,4328238,Salmonella Albert,S
Salmonella,4160611,"Salmonella IIIb 53:k:e,n,x,z15",S
Salmonella,4015803,Salmonella Tema,S
Salmonella,4016565,"Salmonella VI 11:a:1,5",S
Salmonella,4221247,Salmonella Marienthal,S
Salmonella,4015909,"Salmonella IIIb 58:z10:e,n,x,z15",S
Salmonella,4017008,"Salmonella II 16:l,z28:z42",S
Salmonella,4022335,Salmonella group O:56,S
Salmonella,4016156,Salmonella Badgary,S
Salmonella,4283541,Salmonella Kalina,S
Salmonella,4018667,"Salmonella IV 50:g,z51:-",S
Salmonella,4207842,Salmonella Saarbruecken,S
Salmonella,4286954,Salmonella Uhlenhorst,S
Salmonella,4014961,"Salmonella II 16:z4,z23:-",S
Salmonella,4027527,Salmonella Montreal,S
Salmonella,4261665,Salmonella Oslo,S
Salmonella,4230618,Salmonella Baguida,S
Salmonella,4014984,"Salmonella II 6,7:l,z28:1,5:[z42]",S
Salmonella,4093489,Salmonella Edmonton,S
Salmonella,4310516,Salmonella Tallahassee,S
Salmonella,4326911,Salmonella Cannonhill,S
Salmonella,4029717,Salmonella Wyldegreen,S
Salmonella,4015792,"Salmonella II 42:b:1,5",S
Salmonella,4227868,"Salmonella IV, group O:17",S
Salmonella,4328730,Salmonella Straengnaes,S
Salmonella,4211995,"Salmonella II 9,12:l,v:z39",S
Salmonella,4244281,Salmonella Virchow,S
Salmonella,4134880,"Salmonella I, group O:53",S
Salmonella,4219579,Salmonella Sanktmarx,S
Salmonella,4263884,"Salmonella II 1,6,14:k:z6,z42",S
Salmonella,4018683,Salmonella IIIb 58:k:z,S
Salmonella,4161956,Salmonella IIIb 60:i:z35,S
Salmonella,4016742,"Salmonella II 9,46:z:1,5",S
Salmonella,4016719,Salmonella Tienba,S
Salmonella,4016153,Salmonella Istoria,S
Salmonella,4117297,Salmonella Mbandaka var 25,S
Salmonella,4014955,"Salmonella IIIb 6,14:z10:z53",S
Salmonella,4016978,"Salmonella II 3,10:z39:1,[5],7",S
Salmonella,4135015,"Salmonella IIIa 63:z4,z23:-",S
Salmonella,4230763,"Salmonella II, group O:41",S
Salmonella,4132713,"Salmonella serotype B,:r:-",S
Salmonella,4016036,Salmonella Ati,S
Salmonella,4224475,"Salmonella IV, group O:41",S
Salmonella,4264099,"Salmonella II 30:z39:1,7",S
Salmonella,4244241,Salmonella Adamstown,S
Salmonella,4338519,Salmonella Javiana,S
Salmonella,4057169,Salmonella Mango,S
Salmonella,4308749,Salmonella Tucson,S
Salmonella,4186302,Salmonella Benguella,S
Salmonella,4296007,Salmonella Freiburg,S
Salmonella,4223811,"Salmonella IIIb 50:r:e,n,x,z15",S
Salmonella,4017821,"Salmonella II 48:z10:[1,5]",S
Salmonella,4016175,"Salmonella II 1,4,12,27:z:1,5",S
Salmonella,4014828,"Salmonella Muenster var 15+,34+",S
Salmonella,4228166,"Salmonella IIIa 48:z4,z23:-",S
Salmonella,4162838,"Salmonella IIIb, group O:59",S
Salmonella,40480887,"Salmonella serovar I 4,5,12:e,h:-",S
Salmonella,4232800,Salmonella Kotte,S
Salmonella,4223356,Salmonella IIIb35:z10:z35,S
Salmonella,4095469,Salmonella Lene,S
Salmonella,4215481,Salmonella Adeoyo,S
Salmonella,4228173,"Salmonella IIIb 50:l,v:z",S
Salmonella,4134737,"Salmonella IIIb, group O:51",S
Salmonella,4148224,Salmonella Istanbul,S
Salmonella,4018669,"Salmonella VI 50:l,v:z67",S
Salmonella,40481851,"Salmonella serovar I 3,10:-:1,6",S
Salmonella,4297474,Salmonella Steinwerder,S
Salmonella,4225394,"Salmonella IIIb 50:i:e,n,x,z15",S
Salmonella,4195879,Salmonella Anecho,S
Salmonella,4262383,Salmonella Camberene,S
Salmonella,4175187,Salmonella Bakau,S
Salmonella,4313374,Salmonella Wandsworth,S
Salmonella,4325618,Salmonella Minna,S
Salmonella,4202503,Salmonella Eko,S
Salmonella,4314395,Salmonella Zehlendorf,S
Salmonella,4228028,Salmonella Kua,S
Salmonella,4229281,Salmonella Ramatgan,S
Salmonella,4232434,"Salmonella IIIb 47:k:1,5,7",S
Salmonella,4014974,Salmonella Koessen,S
Salmonella,4149409,Salmonella Chittagong,S
Salmonella,4223650,"Salmonella IV 40:z4,z32:-",S
Salmonella,4220337,"Salmonella IIIb 65:z10:e,n,x,z15",S
Salmonella,4025029,Salmonella group O:55,S
Salmonella,4315041,Salmonella Washington,S
Salmonella,4058047,Salmonella Brandenburg,S
Salmonella,4015089,Salmonella Portanigra,S
Salmonella,4306294,Salmonella Nagoya,S
Salmonella,4014840,Salmonella Tours,S
Salmonella,4194502,Salmonella Chincol,S
Salmonella,4017153,"Salmonella II 1,9,12,46,27:a:z6",S
Salmonella,4168307,Salmonella Bere,S
Salmonella,4224452,"Salmonella II, group O:28",S
Salmonella,4237145,"Salmonella II 48:k:e,n,x,z15",S
Salmonella,4049016,Salmonella Tchamba,S
Salmonella,4232429,"Salmonella II, group O:47",S
Salmonella,4330989,Salmonella Maricopa,S
Salmonella,4018100,Salmonella IIIb 38:(k):z35,S
Salmonella,4306485,Salmonella Abortusovis,S
Salmonella,4160614,"Salmonella I, group O:8",S
Salmonella,4016148,"Salmonella V 1,13,22:i:-",S
Salmonella,4118977,Salmonella Odienne,S
Salmonella,4210762,Salmonella Assen,S
Salmonella,4336216,Salmonella Mkamba,S
Salmonella,4014968,Salmonella Zaria,S
Salmonella,4220316,"Salmonella IIIb 61:z52:1,5,7",S
Salmonella,4180697,Salmonella Menden,S
Salmonella,4336374,Salmonella Bousso,S
Salmonella,4018662,Salmonella V 48:z41:-,S
Salmonella,4000172,Salmonella Ridge,S
Salmonella,4140533,Salmonella Elisabethville,S
Salmonella,4014980,"Salmonella II 4,12:l,w:e,n,x",S
Salmonella,4222735,Salmonella Panama,S
Salmonella,4016431,"Salmonella II 40:z4,z24:z39",S
Salmonella,4089363,Salmonella Saugus,S
Salmonella,4177354,Salmonella Urbana,S
Salmonella,4328219,Salmonella Abaetetuba,S
Salmonella,4015087,Salmonella Valdosta,S
Salmonella,4286805,Salmonella Escanaba,S
Salmonella,4014838,Salmonella IIIb 11:k:z53,S
Salmonella,4097067,"Salmonella II 53:z:1,5",S
Salmonella,4175006,Salmonella Shubra,S
Salmonella,4071324,Salmonella Wien,S
Salmonella,4228003,Salmonella IIIa 35:z29:-,S
Salmonella,4228031,"Salmonella IIIa, group O:47",S
Salmonella,4194927,Salmonella Findorff,S
Salmonella,4223816,"Salmonella IIIa 50:z4,z23:-",S
Salmonella,4014835,Salmonella Abuja,S
Salmonella,4264041,"Salmonella II 1,40:g,t:z42",S
Salmonella,4053190,Salmonella Kiel,S
Salmonella,4016298,"Salmonella II 9,46:z:e,n,x",S
Salmonella,4218712,Salmonella IIIb 61:z52:z,S
Salmonella,4220808,Salmonella Garoli,S
Salmonella,4016416,"Salmonella II 38:g,t:-",S
Salmonella,4184936,Salmonella Faji,S
Salmonella,4161964,"Salmonella group O:3,10",S
Salmonella,4016847,Salmonella Freefalls,S
Salmonella,4218844,Salmonella IIIb 65:z52:z53,S
Salmonella,4258680,"Salmonella II 57:g,m,s,t:z42",S
Open wound of lower leg,36686514,Laceration of right Achilles tendon,S
Salmonella,4018110,"Salmonella II 1,40:g,t:e,n,x,z15",S
Salmonella,4147513,Salmonella Ayinde,S
Salmonella,4221872,Salmonella Minnesota,S
Salmonella,4196957,Salmonella Leipzig,S
Salmonella,37016674,Salmonella species not Salmonella typhi,S
Salmonella,4223327,"Salmonella II 16 g,[m],[s],t:[e,n,x]",S
Salmonella,4032262,Salmonella Pontypridd,S
Salmonella,4015082,"Salmonella II 6,7:z4,z24:z42",S
Salmonella,4017706,Salmonella II 42:b:z6,S
Salmonella,4023388,"Salmonella II 3,10,15:g,m,s,t:-",S
Salmonella,4226969,Salmonella Marseille,S
Salmonella,4228151,Salmonella IIIb 47:k:z,S
Salmonella,4011686,Salmonella Hidalgo,S
Salmonella,4160610,"Salmonella II, group O:13",S
Salmonella,4298116,Salmonella Doba,S
Salmonella,4016426,Salmonella II 40:k:z6,S
Salmonella,4218514,"Salmonella IIIb (6),14:k:z53",S
Salmonella,4215942,Salmonella Weston,S
Salmonella,4116179,"Salmonella 13,22:a:e,n,x",S
Salmonella,4118973,Salmonella Kuntair,S
Salmonella,4018652,Salmonella II 47:b:z6,S
Salmonella,40480948,"Salmonella serovar I 4,5,12:b:-",S
Salmonella,4218031,Salmonella Saintemarie,S
Salmonella,4066695,Salmonella Szentes,S
Salmonella,4005794,Salmonella enterica,S
Salmonella,4195570,"Salmonella II 6,7:z:z6",S
Salmonella,4015912,Salmonella V 60:z41:-,S
Salmonella,4015894,Salmonella V 48:z35:-,S
Salmonella,4016841,"Salmonella II 3,10:z:z39",S
Salmonella,4135949,Salmonella Umhlatazana,S
Salmonella,4018546,"Salmonella IIIb 44:g,t:1,5:z42",S
Salmonella,4195904,Salmonella Offa,S
Salmonella,4190946,Salmonella Israel,S
Salmonella,4248072,Salmonella Horsham,S
Salmonella,4072336,"Salmonella IV 50:z4,z24:-",S
Salmonella,4025031,Salmonella group O:61,S
Open wound of lower leg,37310214,Open wound of left lower leg due to bite,S
Salmonella,4261960,Salmonella Angers,S
Salmonella,4218843,"Salmonella IIIb (6),14:l,v:z",S
Salmonella,4018513,Salmonella II 30:a:z39,S
Salmonella,4230903,"Salmonella IIIa 45:z4,z32:-",S
Salmonella,4336824,Salmonella Landala,S
Salmonella,4018103,"Salmonella II 39:e,n,x:1,7",S
Salmonella,4016570,Salmonella Maroua,S
Salmonella,4326258,Salmonella Mim,S
Salmonella,4162841,"Salmonella IIIb (6),14:z10:e,n,x,z15",S
Salmonella,4338942,Salmonella Antarctica,S
Salmonella,4100623,Salmonella II 21:z:-,S
Salmonella,4223367,Salmonella Usumbura,S
Salmonella,4228016,"Salmonella IIIb 41:c:e,n,x,z15",S
Salmonella,4146198,Salmonella Croft,S
Salmonella,4280349,"Salmonella II 28:e,n,x:1,7",S
Salmonella,4018104,"Salmonella II 39:[g],m,t:[e,n,x]",S
Salmonella,4328342,Salmonella Djelfa,S
Salmonella,4015770,Salmonella Catalunia,S
Salmonella,4243970,Salmonella Salford,S
Salmonella,4224304,"Salmonella IIIb 16:z10:1,5,7",S
Salmonella,4148468,Salmonella Christiansborg,S
Salmonella,4172763,Salmonella Telaviv,S
Salmonella,4030158,"Salmonella II 9,12,(46),27:g,t:e,n,x",S
Salmonella,4224604,"Salmonella IIIb, group O:43",S
Salmonella,4218377,"Salmonella IV, group O:7",S
Salmonella,4218713,Salmonella IIIa 59:z36:-,S
Salmonella,4181160,Salmonella Dougi,S
Salmonella,4043253,Salmonella II 42:z10:z6,S
Salmonella,4235898,Salmonella Lamin,S
Salmonella,4215794,Salmonella Heidelberg,S
Salmonella,4018246,Salmonella V 48:b:-,S
Salmonella,4209598,Salmonella Palime,S
Salmonella,4223801,"Salmonella VI, group O:48",S
Salmonella,4018102,Salmonella IIIb 38:z61:[z53],S
Salmonella,4298834,Salmonella Bazenheid,S
Salmonella,4230773,"Salmonella IIIa 42:z4,z24:-",S
Salmonella,4326899,"Salmonella II 18:m,t:1,5",S
Salmonella,4227860,Salmonella IIIb 16:z52:z35,S
Salmonella,4223808,"Salmonella II 50:z:e,n,x",S
Salmonella,4162837,"Salmonella IIIb 58:l,v:e,n,x,z15",S
Salmonella,4014977,"Salmonella II 1,4,[5],12:f,g,t:z6:z42",S
Salmonella,4017265,Salmonella Tennenlohe,S
Salmonella,4044903,Salmonella Breukelen,S
Salmonella,4203319,Salmonella Fass,S
Salmonella,4244211,Salmonella II 50:z10:z6,S
Salmonella,4016577,"Salmonella IIIa 13,23:z4,z23,[z32]:-",S
Salmonella,4015897,Salmonella IIIb 50:z10:z,S
Salmonella,4306454,Salmonella Kedougou,S
Salmonella,4218117,Salmonella Albany,S
Salmonella,4212259,"Salmonella IV 1,53:g,z51:-",S
Salmonella,4324144,Salmonella Antsalova,S
Salmonella,4218710,"Salmonella IIIb 65:i:e,n,x,z15",S
Salmonella,4297764,Salmonella Tione,S
Salmonella,4014843,"Salmonella II 1,13,23:a:e,n,x",S
Salmonella,4048864,Salmonella Dahlem,S
Salmonella,4016582,"Salmonella IIIb 6,14:l,v:z53",S
Salmonella,4014949,"Salmonella II 1,13,22:z10:z6",S
Salmonella,4224457,Salmonella IIIb 35:r:z35,S
Salmonella,4306065,Salmonella Allerton,S
Salmonella,4230609,Salmonella IIIa 17:z29:-,S
Salmonella,4223814,Salmonella IIIa 50:z36:-,S
Salmonella,4304398,Salmonella Litchfield,S
Salmonella,4195105,Salmonella Jos,S
Salmonella,4228160,"Salmonella IIIa, group O:48",S
Salmonella,4018521,"Salmonella IIIb 38:k: e,n,x,z15",S
Salmonella,4017258,"Salmonella II 3,10:g,t:-",S
Salmonella,4181920,Salmonella Osnabrueck,S
Salmonella,4135059,Salmonella Richmond,S
Salmonella,4018649,Salmonella Transvaal,S
Salmonella,4173111,Salmonella Quinhon,S
Salmonella,4020059,"Salmonella, serogroup E",S
Salmonella,4307946,Salmonella Bama,S
Salmonella,4027429,Salmonella Roan,S
Salmonella,4162521,"Salmonella IIIb, group O:6,14",S
Salmonella,4313288,"Salmonella II 1,42:l,z13,z28:z6",S
Salmonella,4095938,Salmonella Harvestehude,S
Salmonella,4194617,Salmonella Lodz,S
Salmonella,4237078,Salmonella Kaduna,S
Salmonella,4247676,"Salmonella IV 38:z4,z23:-",S
Salmonella,4225381,"Salmonella IV, group O:48",S
Salmonella,4135014,"Salmonella IIIb, group O:53",S
Salmonella,4268163,Salmonella Westhampton,S
Salmonella,4194948,Salmonella Tamberma,S
Salmonella,4237453,"Salmonella II 43:g,z62:e,n,x",S
Salmonella,4265486,Salmonella Teltow,S
Salmonella,4244097,Salmonella Remete,S
Salmonella,4261838,Salmonella Sarajane,S
Salmonella,4058402,"Salmonella II 50:l,z28:z42",S
Salmonella,4016980,Salmonella Stockholm var 15+,S
Open wound of lower leg,42536832,Laceration of lower leg without foreign body,S
Salmonella,4017135,Salmonella Bsilla,S
Salmonella,4280046,"Salmonella II 3,10:g,m,s,t:[1,5]",S
Salmonella,4016720,Salmonella Tampico,S
Salmonella,4104124,Salmonella Eingedi,S
Salmonella,4014952,Salmonella Sylvania,S
Salmonella,4018523,"Salmonella II 39:-:1,7",S
Salmonella,4210039,Salmonella Daytona,S
Salmonella,4224443,"Salmonella IIIb 18:l,v:e,n,x,z15",S
Salmonella,4232445,Salmonella IIIb 48:i:z53,S
Salmonella,4006894,Salmonella Pensacola,S
Salmonella,4228157,"Salmonella IIIb 47:z52:e,n,x,z15",S
Salmonella,4299393,Salmonella Stellingen,S
Salmonella,4014950,"Salmonella II 13,22:z29:e,n,x",S
Salmonella,4223803,"Salmonella IIIa 48:z4,z23,z32:-",S
Salmonella,4016281,"Salmonella IV 6,7:g:z51:-",S
Salmonella,4230768,"Salmonella IIIa 41:z4,z32:-",S
Salmonella,4218520,"Salmonella IIIa 6,7:1,v:z53",S
Salmonella,4279912,"Salmonella II 43:e,n,x,z15:1,(5),7",S
Salmonella,4077118,Salmonella Livulu,S
Salmonella,4049772,Salmonella Vilvoorde,S
Salmonella,4015881,"Salmonella II 47:b:e,n,x,z15",S
Salmonella,4016320,"Salmonella II 28:I,z28:1,5",S
Salmonella,4224605,"Salmonella IIIb 43:l,v:z53",S
Salmonella,4233802,Salmonella Aarhus,S
Salmonella,4232428,"Salmonella I, group O:47",S
Salmonella,4224469,"Salmonella IIIb 40:l,v:z",S
Salmonella,4151367,Salmonella Cannstatt,S
Salmonella,4218703,Salmonella IIIb 65:z52:z35,S
Salmonella,4223676,Salmonella Leatherhead,S
Salmonella,4224606,Salmonella IIIb 43:r:z,S
Salmonella,4230620,Salmonella IIIa 21:z29:-,S
Salmonella,4337258,Salmonella Ngili,S
Salmonella,4079192,Salmonella Worthington,S
Salmonella,4015917,Salmonella V 66:z65:-,S
Salmonella,4230771,Salmonella IIIb 42:k:z,S
Salmonella,4017015,"Salmonella II 16:z42:1,6",S
Open wound of lower leg,4055597,"Open injury, posterior tibial artery",S
Salmonella,4016594,"Salmonella II 16:z42:1,(5),7",S
Salmonella,4018129,Salmonella II 42:r:-,S
Salmonella,4269926,Salmonella Schoeneberg,S
Salmonella,4128389,Salmonella Dakar,S
Salmonella,4196212,"Salmonella IV, group O:57",S
Salmonella,4224441,"Salmonella II, group O:18",S
Salmonella,4015805,"Salmonella II 43:g,m,[s],t:[z42]",S
Salmonella,4165399,Salmonella Nigeria,S
Salmonella,4118979,"Salmonella II 45:z29:e,n,x",S
Salmonella,4250643,Salmonella Bochum,S
Inguinal hernia,4340511,Right inguinal hernia,S
Inguinal hernia,35624877,Gangrene and obstruction co-occurrent and due to right inguinal hernia,S
Inguinal hernia,197023,Bilateral inguinal hernia,S
Inguinal hernia,443541,Recurrent inguinal hernia with gangrene,S
Inguinal hernia,35624767,Recurrent irreducible left inguinal hernia,S
Inguinal hernia,4043382,Inguinal hernia with gangrene,S
Inguinal hernia,4340512,Strangulated inguinal hernia,S
Inguinal hernia,40485982,Hernia hydrocele complex,S
Inguinal hernia,35624770,Recurrent right inguinal hernia,S
Hearing loss,36715416,Deafness and intellectual disability Martin Probst type syndrome,S
Hearing loss,436421,"Mixed conductive and sensorineural hearing loss, bilateral",S
Hearing loss,605213,Waardenburg syndrome type 3,S
Otitis externa,602183,Left diffuse otitis externa,S
Injury of abdomen,36686415,Injury of right renal vein,S
Injury of abdomen,4342993,Gastric anastomotic necrosis,S
Injury of abdomen,194804,Injury of adrenal gland without open wound into abdominal cavity,S
Injury of abdomen,4104792,Transection of gallbladder,S
Injury of abdomen,4251475,Enteritis due to radiation,S
Injury of abdomen,4239386,Injury of gastric veins,S
Injury of abdomen,4105762,Illegal termination of pregnancy with laceration of broad ligament,S
Injury of abdomen,36686423,Laceration of right ureter,S
Injury of abdomen,4247097,Bilateral inguinal hernia with gangrene and obstruction,S
Injury of abdomen,4298107,Failed attempted termination of pregnancy with renal tubular necrosis,S
Injury of abdomen,42536731,Neonatal intestinal perforation with congenital intestinal stenosis,S
Injury of abdomen,4342994,Anastomotic necrosis of large intestine,S
Injury of abdomen,4143176,Open wound of pubic region without complication,S
Injury of abdomen,4116878,Injury of broad ligament,S
Injury of abdomen,4340801,Traumatic ulcer of large intestine,S
Injury of abdomen,602835,Perforation of transverse colon,S
Injury of abdomen,42537215,Traumatic rupture of liver,S
Injury of abdomen,442553,Injury of bladder,S
Injury of abdomen,4009168,Gangrene of gallbladder,S
Injury of abdomen,764980,Nontraumatic abdominal compartment syndrome,S
Injury of abdomen,4146181,Chronic alcoholic hepatitis,S
Injury of abdomen,4198432,Perforated calculous chronic cholecystitis,S
Injury of abdomen,195400,Injury of renal vessels,S
Injury of abdomen,3655718,Trauma to urethra and bladder during delivery,S
Injury of abdomen,444212,Injury of descending left colon without open wound into abdominal cavity,S
Injury of abdomen,35610591,Recurrent epigastric hernia with fascial defect 2-4 cm with gangrene,S
Injury of abdomen,4053834,Injury of large intestine,S
Injury of abdomen,193345,Pelvic organ injury with open wound into abdominal cavity,S
Injury of abdomen,4128535,Uterine perforation by intrauterine contraceptive device,S
Injury of abdomen,4077275,Illegal termination of pregnancy with laceration of cervix,S
Injury of abdomen,4135625,Mesenteric tear,S
Injury of abdomen,4049604,Multiple extreme injuries of abdominal organs without open wound into cavity,S
Injury of abdomen,4209889,Infarction of fallopian tube,S
Injury of abdomen,42573330,Renal tubular necrosis,S
Injury of abdomen,36686420,Laceration of left kidney,S
Injury of abdomen,4054448,Fallopian tube injury with open wound into cavity,S
Injury of abdomen,4094981,Contusion of pancreas,S
Injury of abdomen,198897,Injury of descending left colon with open wound into abdominal cavity,S
Injury of abdomen,36716542,Hemorrhage of adrenal gland due to birth trauma,S
Injury of abdomen,4340507,Omental fat necrosis,S
Injury of abdomen,42538207,Gangrene and obstruction co-occurrent and due to right recurrent femoral hernia,S
Injury of abdomen,4342645,Gastric necrosis,S
Injury of abdomen,4106353,Superficial injury of groin,S
Injury of abdomen,193907,Superior mesenteric artery trunk injury,S
Injury of abdomen,200252,Injury of tail of pancreas with open wound into abdominal cavity,S
Injury of abdomen,4093263,Nonvenomous insect bite of groin with infection,S
Injury of abdomen,444095,Injury of ureter without open wound into abdominal cavity,S
Injury of abdomen,4154460,Contusion of prostate,S
Injury of abdomen,444066,Rupture of uterus,S
Injury of abdomen,316457,Mallory-Weiss syndrome,S
Injury of abdomen,36686422,Contusion of left kidney,S
Injury of abdomen,198010,Injury of stomach without open wound into abdominal cavity,S
Injury of abdomen,4055345,Relapsing pancreatic necrosis,S
Injury of abdomen,4302162,Miscarriage with laceration of uterus,S
Injury of abdomen,4095574,Transection of colon,S
Injury of abdomen,35610594,Recurrent epigastric hernia with fascial defect > 4 cm with gangrene,S
Injury of abdomen,36715497,Necrosis of capillary of kidney due to glomerular disease,S
Injury of abdomen,3190068,Splenic rupture with open peritoneal wound,S
Injury of abdomen,4086857,Burn of cecum,S
Injury of abdomen,4049458,Acute necrosis of pancreas,S
Injury of abdomen,36716503,Fetal intrauterine intestinal perforation due to in utero volvulus,S
Injury of abdomen,4156639,Duodenal perforation,S
Injury of abdomen,4164568,Femoral hernia with gangrene,S
Injury of abdomen,4336230,Acute duodenal ulcer with hemorrhage AND perforation,S
Injury of abdomen,4136542,Crushing of fallopian tube,S
Injury of abdomen,36684321,Gangrene due to recurrent femoral hernia,S
Injury of abdomen,194791,Injury of uterus with open wound into abdominal cavity,S
Injury of abdomen,4030671,Acute radiation nephritis,S
Injury of abdomen,195907,Rectus abdominis compartment syndrome,S
Injury of abdomen,4220631,Injury of kidney,S
Injury of abdomen,4096138,Contusion of small intestine,S
Injury of abdomen,36686410,Laceration of splenic artery,S
Injury of abdomen,4094990,Contusion of duodenum,S
Injury of abdomen,36716541,Injury of liver due to birth trauma,S
Injury of abdomen,4271203,Legal termination of pregnancy with perforation of bladder,S
Injury of abdomen,4092161,Perforated diverticulum of small intestine,S
Injury of abdomen,4138269,Injury of ileocolic vein,S
Injury of abdomen,42597360,Infarction of large intestine,S
Injury of abdomen,197416,Moderate laceration of liver without open wound into abdominal cavity,S
Injury of abdomen,3182823,Nonhealing left groin wound,S
Injury of abdomen,198291,Burn of abdominal wall,S
Injury of abdomen,4262265,Abrasion and/or friction burn of abdominal wall without infection,S
Injury of abdomen,4052966,Open wound of hypochondrium,S
Injury of abdomen,44782820,Dehiscence of postoperative abdominal wound,S
Injury of abdomen,4090091,Open wound of hypochondrium with complication,S
Injury of abdomen,4058064,"Abrasion of groin, infected",S
Migraine,443619,Refractory migraine variants,S
Migraine,760967,Intractable menstrual migraine,S
Migraine,760966,Intractable hemiplegic status migrainosus,S
Injury of abdomen,443644,Injury of internal iliac vein,S
Injury of abdomen,4352876,Liver damage,S
Injury of abdomen,4134923,Rupture of renal pelvis,S
